budget,popularity,runtime,vote_count,revenue,release_year,genres,director,vote_average,profit,roi
33000000.0,28.353517,108.0,774,20645327.0,2009,"['Action', 'Horror', 'Mystery', 'Science Fiction', 'Thriller']",Christian Alvart,6.5,-12354673.0,0.6256159696969696
40000000.0,9.579975,102.0,135,51751835.0,2001,"['Action', 'Science Fiction', 'Thriller']",Gary Fleder,6.1,11751835.0,1.293795875
40000000.0,2.911819,93.0,28,10959475.0,2002,"['Action', 'Adventure', 'Drama', 'Thriller']",Christian Duguay,5.0,-29040525.0,0.273986875
23000000.0,10.844882,88.0,171,51751835.0,2001,"['Comedy', 'Fantasy', 'Science Fiction']",Jean-Marie Poiré,4.8,28751835.0,2.2500797826086956
50000000.0,51.502884,107.0,1182,32017803.0,2007,"['Science Fiction', 'Thriller']",Danny Boyle,7.0,-17982197.0,0.64035606
40000000.0,13.119133,91.0,373,22044277.0,2012,"['Drama', 'Comedy']",Brian Robbins,6.0,-17955723.0,0.551106925
40000000.0,4.238482,94.0,15,51751835.0,2008,"['Adventure', 'Fantasy', 'Animation', 'Comedy', 'Science Fiction', 'Family']",Marc F. Adler,5.4,11751835.0,1.293795875
40000000.0,26.935458,115.0,392,13644292.0,2015,"['Action', 'Drama', 'Crime']",Pierre Morel,5.5,-26355708.0,0.3411073
40000000.0,16.282962,93.0,213,23937870.0,2006,"['Adventure', 'Action', 'Family']",Geoffrey Sax,5.1,-16062130.0,0.59844675
20000000.0,31.690456,105.0,1006,117760134.0,2007,"['Thriller', 'Drama', 'Mystery']",D.J. Caruso,6.6,97760134.0,5.8880067
20000000.0,17.842246,107.0,398,7563728.0,1995,"['Action', 'Crime', 'Thriller', 'Drama']",Iain Softley,6.2,-12436272.0,0.3781864
23000000.0,8.048305,101.0,96,51751835.0,2007,"['Action', 'Adventure', 'Thriller', 'Drama']",Richard Shepard,6.6,28751835.0,2.2500797826086956
30000000.0,14.188982,111.0,275,51751835.0,1994,"['Comedy', 'Drama']",Joel Coen,7.1,21751835.0,1.7250611666666666
40000000.0,6.884467,126.0,83,51751835.0,2007,"['Action', 'Drama', 'History']",Peter Chan,6.3,11751835.0,1.293795875
25000000.0,8.212018,112.0,17,51751835.0,2005,"['Action', 'History', 'War']",Sergei Bodrov Jr.,4.3,26751835.0,2.0700734
39200000.0,64.238688,126.0,2854,86758912.0,2013,"['Action', 'Science Fiction', 'Drama']",Bong Joon-ho,6.7,47558912.0,2.2132375510204083
25000000.0,17.375562,90.0,313,51751835.0,2011,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",Bibo Bergeron,6.5,26751835.0,2.0700734
23000000.0,6.7698,90.0,15,51751835.0,2004,"['Action', 'Comedy']",Jeff Nathanson,5.9,28751835.0,2.2500797826086956
15000000.0,44.690107,102.0,953,94000000.0,1994,"['Fantasy', 'Action', 'Thriller']",Alex Proyas,7.3,79000000.0,6.266666666666667
40000000.0,16.254032,159.0,135,100000000.0,2015,"['Action', 'Adventure', 'War', 'History']",S.S. Rajamouli,7.5,60000000.0,2.5
39000000.0,37.492928,107.0,798,101229792.0,2009,"['Drama', 'Romance', 'Fantasy']",Robert Schwentke,6.7,62229792.0,2.595635692307692
23000000.0,18.678415,102.0,191,69485490.0,2007,['Comedy'],Michael Lehmann,5.8,46485490.0,3.0211082608695654
39000000.0,27.908783,87.0,932,35287788.0,2012,"['Animation', 'Comedy', 'Family']",Tim Burton,6.6,-3712212.0,0.9048150769230769
39000000.0,45.388937,119.0,1264,38869464.0,2005,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",Joss Whedon,7.4,-130536.0,0.9966529230769231
39000000.0,2.817364,106.0,32,6614280.0,2004,"['Romance', 'Drama']",Charles S. Dutton,4.5,-32385720.0,0.1695969230769231
39000000.0,22.164202,125.0,490,75850624.0,1983,"['Comedy', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",Richard Lester,5.3,36850624.0,1.9448877948717949
40000000.0,21.362949,113.0,433,44907260.0,2013,['Comedy'],Peter Segal,6.0,4907260.0,1.1226815
80341000.0,14.8375,150.0,205,127814609.0,2008,"['Adventure', 'Drama', 'Action']",John Woo,7.1,47473609.0,1.590901395302523
30000000.0,18.256028,108.0,394,180622424.0,2002,"['Comedy', 'Romance']",Andy Tennant,6.0,150622424.0,6.020747466666666
38000000.0,22.332927,96.0,972,205298907.0,2009,"['Comedy', 'Romance']",Robert Luketic,6.4,167298907.0,5.402602815789474
23000000.0,5.417787,90.0,94,51751835.0,1996,"['Comedy', 'Family']",Jonathan Lynn,5.5,28751835.0,2.2500797826086956
38000000.0,24.085144,100.0,521,119723358.0,2002,"['Action', 'Adventure', 'Family']",Robert Rodriguez,5.3,81723358.0,3.1506146842105265
38000000.0,14.779041,118.0,452,120000000.0,1994,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",David Carson,6.4,82000000.0,3.1578947368421053
3860000.0,19.947265,130.0,273,64076736.0,2013,"['Action', 'Drama', 'History']",Wong Kar-wai,6.3,60216736.0,16.60019067357513
38000000.0,16.801218,120.0,850,114156230.0,2011,"['Drama', 'Romance']",Francis Lawrence,6.7,76156230.0,3.0041113157894737
40000000.0,5.057695,88.0,19,51751835.0,2014,"['Adventure', 'Family', 'Fantasy', 'Animation']",Yuefeng Song,6.8,11751835.0,1.293795875
50000000.0,20.825781,146.0,396,73956241.0,1999,['Drama'],Norman Jewison,7.2,23956241.0,1.47912482
38000000.0,11.500783,114.0,264,51801187.0,2002,"['Drama', 'Thriller']",Michael Apted,6.2,13801187.0,1.3631891315789473
35000000.0,13.932203,123.0,254,51751835.0,2001,"['Crime', 'Comedy', 'Romance']",David Mirkin,5.7,16751835.0,1.4786238571428572
38000000.0,41.258487,94.0,567,107597242.0,2015,"['Action', 'Comedy', 'Family']",Andy Fickman,5.0,69597242.0,2.8315063684210524
53000000.0,6.454634,102.0,88,29700000.0,2001,"['Drama', 'Romance', 'Thriller']",Luis Mandoki,5.6,-23300000.0,0.560377358490566
38000000.0,5.257009,99.0,40,51751835.0,2001,['Comedy'],John Pasquin,5.5,13751835.0,1.3618903947368421
38000000.0,30.359164,133.0,756,58401898.0,1999,"['Horror', 'Mystery', 'Thriller']",Roman Polanski,6.3,20401898.0,1.536892052631579
38000000.0,3.426555,118.0,80,17380126.0,1996,"['Drama', 'Thriller']",Michael Apted,5.7,-20619874.0,0.45737173684210525
57000000.0,11.60815,105.0,190,16991902.0,2001,"['Music', 'Drama', 'Comedy']",Stephen Herek,6.0,-40008098.0,0.2981035438596491
10000000.0,18.664624,110.0,417,47536959.0,2009,['Drama'],Lee Daniels,6.9,37536959.0,4.7536959
38000000.0,10.047579,129.0,86,10300000.0,1996,"['Action', 'Drama']",Ridley Scott,6.3,-27700000.0,0.2710526315789474
15000000.0,52.731379,109.0,1588,19629760.0,1982,"['Horror', 'Mystery', 'Science Fiction']",John Carpenter,7.8,4629760.0,1.3086506666666666
38000000.0,46.630062,119.0,2035,98337295.0,2013,"['Science Fiction', 'Action', 'Thriller']",David Twohy,6.2,60337295.0,2.587823552631579
37000000.0,4.131546,118.0,52,6482195.0,1997,"['Action', 'Adventure', 'Mystery', 'Thriller']",Jeb Stuart,5.8,-30517805.0,0.17519445945945947
23000000.0,5.641978,110.0,19,51751835.0,2001,"['Action', 'Western']",Steve Miner,5.4,28751835.0,2.2500797826086956
55000000.0,23.465539,90.0,605,17869048.0,2008,"['Adventure', 'Family', 'Fantasy']",Gil Kenan,6.2,-37130952.0,0.3248917818181818
32000000.0,25.682509,137.0,701,28258060.0,2012,['Drama'],Paul Thomas Anderson,7.0,-3741940.0,0.883064375
38000000.0,6.760922,93.0,75,5410749.0,2007,"['Adventure', 'Action', 'Comedy', 'Romance']",David Leland,4.3,-32589251.0,0.14238813157894736
40000000.0,3.87823,130.0,71,9793496.0,2008,['Drama'],Gary Fleder,7.1,-30206504.0,0.2448374
38000000.0,57.889964,112.0,1945,109906372.0,2016,"['Adventure', 'Science Fiction']",J Blakeson,5.6,71906372.0,2.892272947368421
37000000.0,57.773583,133.0,1915,173567581.0,2015,['Drama'],Ryan Coogler,7.3,136567581.0,4.691015702702702
37000000.0,24.218358,125.0,1468,154026136.0,2010,"['Crime', 'Drama', 'Thriller']",Ben Affleck,7.0,117026136.0,4.162868540540541
40000000.0,27.009723,110.0,594,79700000.0,2012,"['Romance', 'Comedy', 'Drama']",Kirk Jones,5.8,39700000.0,1.9925
37000000.0,31.941347,96.0,1222,163720069.0,2008,"['Comedy', 'Drama']",Joel Coen,6.5,126720069.0,4.42486672972973
37000000.0,14.353279,96.0,330,100076342.0,2008,"['Adventure', 'Comedy', 'Family', 'Fantasy']",Jennifer Flackett,5.6,63076342.0,2.704766
38000000.0,33.003828,123.0,2277,90247624.0,2013,"['Drama', 'Action']",Ron Howard,7.7,52247624.0,2.3749374736842106
37000000.0,30.993736,188.0,825,48451803.0,1999,['Drama'],Paul Thomas Anderson,7.5,11451803.0,1.309508189189189
30000000.0,25.825771,107.0,511,55583804.0,2010,"['Action', 'Comedy', 'Crime']",Kevin Smith,5.3,25583804.0,1.8527934666666668
38000000.0,46.078371,110.0,1201,112343513.0,2016,"['Comedy', 'Romance']",Christian Ditter,5.9,74343513.0,2.956408236842105
37000000.0,6.63839,113.0,163,95404397.0,2011,"['Drama', 'Family']",Charles Martin Smith,6.7,58404397.0,2.578497216216216
37000000.0,127.084938,122.0,3561,392616625.0,2008,"['Adventure', 'Fantasy', 'Drama', 'Romance']",Catherine Hardwicke,5.8,355616625.0,10.611260135135135
36000000.0,27.465433,116.0,594,102244770.0,2002,"['Drama', 'Thriller', 'Crime']",Nick Cassavetes,7.0,66244770.0,2.8401325
65000000.0,16.865782,93.0,352,117758500.0,1999,"['Action', 'Comedy', 'Crime']",Les Mayfield,6.1,52758500.0,1.8116692307692308
37000000.0,100.348805,110.0,2972,269994119.0,2013,"['Comedy', 'Crime']",Rawson Marshall Thurber,6.8,232994119.0,7.297138351351351
36500000.0,2.785832,115.0,23,21834845.0,2008,"['Action', 'Fantasy', 'Science Fiction', 'Thriller']",Fyodor Bondarchuk,5.3,-14665155.0,0.5982149315068493
36000000.0,9.176339,95.0,198,50159144.0,1997,"['Drama', 'Action', 'Thriller']",Jonathan Mostow,6.6,14159144.0,1.3933095555555555
36000000.0,23.380757,134.0,338,160000000.0,1983,"['Adventure', 'Action', 'Thriller']",Irvin Kershner,5.8,124000000.0,4.444444444444445
36000000.0,33.926473,101.0,894,64572262.0,2010,"['Science Fiction', 'Comedy', 'Adventure']",Steve Pink,6.0,28572262.0,1.7936739444444445
36000000.0,6.967857,107.0,96,52424533.0,2014,"['Family', 'Drama']",Charles Martin Smith,6.7,16424533.0,1.4562370277777779
42000000.0,11.470135,124.0,173,32168970.0,2000,['Thriller'],John Frankenheimer,5.4,-9831030.0,0.7659278571428572
36000000.0,19.854932,109.0,258,44350926.0,2003,"['Action', 'Drama']",F. Gary Gray,5.8,8350926.0,1.2319701666666667
37000000.0,29.652536,105.0,692,26250020.0,2015,"['Drama', 'Comedy', 'Romance']",Cameron Crowe,5.2,-10749980.0,0.70946
23000000.0,8.102925,130.0,40,51751835.0,1996,"['History', 'Drama']",Rob Reiner,6.2,28751835.0,2.2500797826086956
23000000.0,2.79483,127.0,32,51751835.0,1999,"['Drama', 'Romance']",Scott Hicks,6.3,28751835.0,2.2500797826086956
37000000.0,11.492474,114.0,556,96047633.0,2011,"['Drama', 'Thriller', 'Horror']",Mikael Håfström,5.8,59047633.0,2.595881972972973
36000000.0,70.398356,106.0,1808,12532777.0,1997,"['Thriller', 'Science Fiction', 'Mystery', 'Romance']",Andrew Niccol,7.5,-23467223.0,0.34813269444444445
36000000.0,1.068453,95.0,14,3003296.0,2000,"['Drama', 'Comedy']",Andrew Bergman,4.6,-32996704.0,0.0834248888888889
37000000.0,6.293217,81.0,99,63800345.0,2008,"['Animation', 'Family']",Kirk De Micco,5.2,26800345.0,1.7243336486486487
23000000.0,3.457194,95.0,71,51751835.0,2003,['Comedy'],Chris Rock,5.3,28751835.0,2.2500797826086956
35000000.0,82.21166,100.0,6173,459270619.0,2009,['Comedy'],Todd Phillips,7.2,424270619.0,13.122017685714285
36000000.0,19.167377,105.0,379,156844753.0,2015,"['Action', 'Drama', 'History']",Wilson Yip,6.5,120844753.0,4.356798694444445
33000000.0,18.316151,95.0,1011,310940086.0,1999,"['Adventure', 'Comedy', 'Crime', 'Science Fiction']",Jay Roach,6.2,277940086.0,9.422426848484848
35000000.0,44.104469,126.0,2096,411348924.0,1989,"['Fantasy', 'Action']",Tim Burton,7.0,376348924.0,11.7528264
23000000.0,6.668679,112.0,27,51751835.0,2011,['Drama'],Roland Joffé,5.9,28751835.0,2.2500797826086956
35000000.0,36.172182,118.0,811,321731527.0,1992,"['Adventure', 'Action', 'Comedy', 'Thriller', 'Crime']",Richard Donner,6.4,286731527.0,9.192329342857143
29000000.0,25.767395,129.0,1597,309208309.0,2009,['Drama'],John Lee Hancock,7.2,280208309.0,10.66235548275862
35000000.0,21.543389,88.0,867,147934180.0,2001,"['Action', 'Comedy', 'Family', 'Adventure']",Robert Rodriguez,5.5,112934180.0,4.226690857142857
35000000.0,50.309843,98.0,2277,117000000.0,2011,"['Comedy', 'Crime']",Seth Gordon,6.5,82000000.0,3.342857142857143
38000000.0,49.292384,110.0,1668,252276927.0,2010,"['Drama', 'Adventure', 'Western']",Joel Coen,7.2,214276927.0,6.6388665
35000000.0,83.893257,109.0,3088,326551094.0,2006,"['Comedy', 'Drama', 'Romance']",David Frankel,7.0,291551094.0,9.330031257142856
35000000.0,24.616634,132.0,530,139000000.0,1979,"['Science Fiction', 'Adventure', 'Mystery']",Robert Wise,6.2,104000000.0,3.9714285714285715
35000000.0,34.005726,111.0,1645,173965010.0,2013,"['Comedy', 'Crime']",Seth Gordon,5.6,138965010.0,4.970428857142857
35000000.0,27.714043,128.0,675,182300000.0,1991,"['Crime', 'Thriller']",Martin Scorsese,7.0,147300000.0,5.208571428571428
35000000.0,45.149948,123.0,1375,69823199.0,2008,"['Drama', 'Crime']",Robert Luketic,6.5,34823199.0,1.994948542857143
35000000.0,72.774941,125.0,1181,140795793.0,2015,['Comedy'],Judd Apatow,5.9,105795793.0,4.022736942857143
35000000.0,3.74263,105.0,225,68915888.0,2005,"['Comedy', 'Romance']",Kevin Rodney Sullivan,5.5,33915888.0,1.9690253714285715
27000000.0,29.381878,162.0,542,231976425.0,1996,"['Drama', 'Romance', 'War']",Anthony Minghella,7.0,204976425.0,8.591719444444445
35000000.0,24.860326,138.0,1310,126216940.0,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']",Curtis Hanson,7.7,91216940.0,3.6061982857142856
35000000.0,11.041659,100.0,550,86369815.0,2005,"['Adventure', 'Comedy', 'Family']",Mike Mitchell,5.8,51369815.0,2.467709
35000000.0,11.897925,90.0,177,51751835.0,1997,"['Comedy', 'Romance']",Frank Oz,6.3,16751835.0,1.4786238571428572
35000000.0,23.607071,108.0,453,113374103.0,1995,"['Science Fiction', 'Horror', 'Action']",Roger Donaldson,5.5,78374103.0,3.2392600857142857
1800000.0,38.204158,91.0,1180,25504513.0,1984,['Horror'],Wes Craven,7.2,23704513.0,14.169173888888889
33000000.0,25.413955,107.0,436,104155843.0,2000,"['Horror', 'Science Fiction', 'Thriller']",Tarsem Singh,6.0,71155843.0,3.1562376666666667
23000000.0,28.98027,132.0,1018,51751835.0,1998,"['Action', 'Adventure', 'Drama']",Randall Wallace,6.3,28751835.0,2.2500797826086956
35000000.0,9.525037,123.0,103,60251371.0,2010,['Drama'],Randall Wallace,6.8,25251371.0,1.7214677428571428
34000000.0,18.39217,90.0,345,95608995.0,2007,"['Adventure', 'Animation', 'Comedy', 'Family']",Kevin Munroe,6.0,61608995.0,2.8120292647058824
32000000.0,9.254647,109.0,141,52277485.0,2003,['Drama'],Mike Tollin,6.8,20277485.0,1.63367140625
35000000.0,40.526587,109.0,2237,150483765.0,2011,"['Romance', 'Comedy']",Will Gluck,6.5,115483765.0,4.299536142857143
35000000.0,50.179171,91.0,1462,108758521.0,2016,['Comedy'],Nicholas Stoller,5.6,73758521.0,3.1073863142857143
35000000.0,31.957947,125.0,1226,112544580.0,2013,"['Comedy', 'Drama', 'History']",John Lee Hancock,7.3,77544580.0,3.2155594285714284
34000000.0,19.822791,202.0,370,48169908.0,1992,"['Drama', 'History']",Spike Lee,7.2,14169908.0,1.416762
35000000.0,38.429648,134.0,896,88058786.0,2012,['Comedy'],Judd Apatow,5.6,53058786.0,2.5159653142857143
35000000.0,13.707843,88.0,210,92219310.0,2009,"['Comedy', 'Family']",Walt Becker,5.2,57219310.0,2.6348374285714287
35000000.0,51.927471,92.0,1428,91353501.0,2009,"['Fantasy', 'Action', 'Adventure', 'Science Fiction', 'Thriller']",Patrick Tatopoulos,6.2,56353501.0,2.6101000285714284
35000000.0,14.503568,91.0,253,69307224.0,2007,['Comedy'],Ken Kwapis,5.2,34307224.0,1.9802064
23000000.0,6.74556,80.0,242,51751835.0,2006,['Comedy'],Dennis Dugan,5.2,28751835.0,2.2500797826086956
30000000.0,11.120167,98.0,140,58405313.0,2005,"['Comedy', 'Romance']",Gary David Goldberg,5.8,28405313.0,1.9468437666666667
35000000.0,40.370442,127.0,1147,41954997.0,1997,"['Crime', 'Drama', 'Thriller']",Mike Newell,7.4,6954997.0,1.1987142
33000000.0,40.715623,100.0,2065,102984862.0,2002,"['Horror', 'Action', 'Science Fiction']",Paul W.S. Anderson,6.4,69984862.0,3.120753393939394
10700000.0,36.230204,114.0,794,122200000.0,1982,['Horror'],Tobe Hooper,7.0,111500000.0,11.42056074766355
23000000.0,23.666229,104.0,415,51751835.0,2004,"['Comedy', 'Crime', 'Thriller']",Joel Coen,6.0,28751835.0,2.2500797826086956
35000000.0,25.903237,100.0,613,85416905.0,2008,['Action'],John Moore,5.2,50416905.0,2.440483
40000000.0,60.231382,109.0,3417,173930596.0,2011,"['Action', 'Thriller', 'Science Fiction']",Andrew Niccol,6.7,133930596.0,4.3482649
35000000.0,18.38292,106.0,458,77477008.0,2010,"['Comedy', 'Romance']",Alan Poul,5.7,42477008.0,2.2136288
35000000.0,14.029012,112.0,296,59901913.0,2011,"['Comedy', 'Drama', 'Romance']",Luke Greenfield,5.9,24901913.0,1.7114832285714285
23000000.0,15.913783,95.0,287,51751835.0,2001,"['Adventure', 'Comedy', 'Fantasy']",Gil Junger,5.1,28751835.0,2.2500797826086956
35000000.0,6.889633,102.0,97,35323292.0,1976,"['Comedy', 'Family']",Michael Ritchie,6.9,323292.0,1.0092369142857143
35000000.0,19.286099,102.0,325,99423521.0,1994,"['Action', 'Adventure', 'Thriller']",Steven E. de Souza,4.1,64423521.0,2.8406720285714284
35000000.0,50.587541,150.0,1864,120072577.0,2002,"['Drama', 'War']",Roman Polanski,8.0,85072577.0,3.4306450571428573
35000000.0,3.721272,101.0,35,51751835.0,2006,"['Drama', 'History']",Catherine Hardwicke,6.4,16751835.0,1.4786238571428572
40000000.0,17.157738,113.0,677,68766121.0,2005,['Horror'],Jaume Collet-Serra,5.5,28766121.0,1.719153025
27000000.0,22.636908,104.0,811,115505027.0,2004,"['Drama', 'Romance']",Mike Nichols,6.7,88505027.0,4.277963962962963
35000000.0,28.069419,137.0,741,84606030.0,2011,"['Drama', 'Crime', 'History']",Clint Eastwood,6.0,49606030.0,2.417315142857143
35000000.0,19.774543,110.0,485,72436439.0,2008,"['Horror', 'Mystery', 'Thriller']",Alexandre Aja,6.0,37436439.0,2.069612542857143
35000000.0,11.644243,101.0,239,45479110.0,2002,"['Drama', 'Fantasy', 'Horror']",Michael Rymer,5.4,10479110.0,1.2994031428571429
35000000.0,27.934978,108.0,730,57120318.0,1990,"['Science Fiction', 'Action', 'Thriller']",Stephen Hopkins,5.9,22120318.0,1.6320090857142857
35000000.0,12.677505,101.0,238,32483410.0,2008,['Drama'],Gregory Hoblit,5.9,-2516590.0,0.9280974285714285
35000000.0,8.737058,112.0,245,40263020.0,1999,"['Comedy', 'Romance']",Hugh Wilson,6.3,5263020.0,1.150372
35000000.0,12.343507,111.0,233,27107960.0,1980,['Science Fiction'],Mike Hodges,6.1,-7892040.0,0.7745131428571429
35000000.0,14.699342,102.0,325,36098382.0,2004,"['Comedy', 'Romance']",Kevin Smith,5.8,1098382.0,1.031382342857143
45000000.0,14.513243,101.0,300,30353232.0,2012,"['Action', 'Thriller', 'Crime', 'Mystery']",Rob Cohen,5.1,-14646768.0,0.6745162666666666
35000000.0,5.525544,155.0,157,25105255.0,1997,"['Crime', 'Drama', 'Mystery', 'Thriller']",Clint Eastwood,6.3,-9894745.0,0.717293
8900000.0,15.079993,93.0,318,4100000.0,2015,"['Crime', 'Action', 'Thriller']",Scott Mann,5.6,-4800000.0,0.4606741573033708
35000000.0,23.835055,109.0,436,93246388.0,2010,"['Comedy', 'Fantasy']",Susanna White,6.0,58246388.0,2.6641825142857143
35000000.0,5.926966,140.0,81,51751835.0,1992,"['Crime', 'History']",Danny DeVito,6.1,16751835.0,1.4786238571428572
30000000.0,25.454549,104.0,523,68369434.0,2008,"['Drama', 'Mystery', 'Science Fiction', 'Thriller']",Chris Carter,5.5,38369434.0,2.278981133333333
31000000.0,22.71592,96.0,437,27388767.0,2004,"['Family', 'Fantasy', 'Comedy']",Tommy O'Haver,5.9,-3611233.0,0.8835086129032258
35000000.0,35.120736,123.0,823,50363790.0,2015,['Drama'],Peter Landesman,7.0,15363790.0,1.4389654285714286
35000000.0,19.893646,106.0,961,82087155.0,2011,"['Thriller', 'Action', 'Mystery']",John Singleton,5.6,47087155.0,2.345347285714286
35000000.0,14.051852,76.0,235,19478106.0,2005,"['Animation', 'Family', 'Adventure']",Gary Chapman,5.2,-15521894.0,0.5565173142857143
35000000.0,9.011729,111.0,161,51751835.0,2000,"['Comedy', 'Drama']",Curtis Hanson,6.9,16751835.0,1.4786238571428572
35000000.0,19.088655,85.0,379,25871834.0,2008,"['Action', 'Comedy', 'Science Fiction']",Craig Mazin,4.9,-9128166.0,0.7391952571428572
56000000.0,29.490057,109.0,593,19701164.0,2013,"['Thriller', 'Crime', 'Drama']",Allen Hughes,5.7,-36298836.0,0.3518065
35000000.0,11.195593,97.0,167,19294901.0,2005,"['Horror', 'Comedy']",Wes Craven,5.1,-15705099.0,0.5512828857142857
35000000.0,17.709888,91.0,832,31083599.0,2012,"['Crime', 'Action', 'Thriller']",David Koepp,6.2,-3916401.0,0.8881028285714285
35000000.0,18.262017,87.0,647,51680201.0,2015,"['Action', 'Comedy', 'Crime']",Anne Fletcher,5.4,16680201.0,1.4765771714285714
35000000.0,10.10364,132.0,159,29882645.0,2002,"['War', 'Adventure', 'Drama', 'Romance']",Shekhar Kapur,6.5,-5117355.0,0.8537898571428572
35000000.0,28.670477,118.0,1455,46216641.0,2013,"['Action', 'Crime']",Taylor Hackford,5.7,11216641.0,1.3204754571428572
31000000.0,16.736734,98.0,293,41512007.0,2004,"['Comedy', 'Romance']",Richard Loncraine,6.0,10512007.0,1.339097
35000000.0,13.668633,92.0,149,39340177.0,2010,['Comedy'],Roger Kumble,4.6,4340177.0,1.124005057142857
30000000.0,9.780588,93.0,191,51751835.0,2012,"['Action', 'Horror', 'Thriller']",Kimble Rendall,5.3,21751835.0,1.7250611666666666
27000000.0,9.904881,117.0,129,16519460.0,1983,"['Fantasy', 'Action', 'Adventure']",Peter Yates,5.8,-10480540.0,0.6118318518518518
35000000.0,9.789027,92.0,216,63215872.0,2007,"['Action', 'Adventure', 'Drama', 'History']",Robert Redford,6.0,28215872.0,1.8061677714285713
35000000.0,6.81729,115.0,31,51751835.0,1991,"['Action', 'Adventure', 'Drama', 'Thriller']",John Milius,5.7,16751835.0,1.4786238571428572
35000000.0,10.73522,96.0,212,18317151.0,2007,"['Comedy', 'Music']",Jake Kasdan,6.6,-16682849.0,0.5233471714285715
23000000.0,11.1399,111.0,108,51751835.0,2001,"['Drama', 'Romance']",Lasse Hallström,6.4,28751835.0,2.2500797826086956
35000000.0,6.727949,94.0,55,13678913.0,2001,"['Action', 'Western']",Les Mayfield,5.7,-21321087.0,0.39082608571428573
35000000.0,16.343317,105.0,322,27409889.0,2009,"['Drama', 'History', 'Romance']",Jean-Marc Vallée,7.0,-7590111.0,0.7831396857142857
40000000.0,14.818718,101.0,220,12206028.0,2009,"['Action', 'Crime', 'Mystery', 'Thriller']",Dominic Sena,5.3,-27793972.0,0.3051507
32000000.0,43.862456,139.0,987,54674226.0,2011,"['Drama', 'Fantasy']",Terrence Malick,6.5,22674226.0,1.7085695625
33000000.0,2.706207,91.0,64,51751835.0,1998,"['Action', 'Adventure', 'Thriller']",Tsui Hark,4.7,18751835.0,1.5682374242424242
35000000.0,27.903999,110.0,555,17508518.0,2014,"['Action', 'Drama', 'Thriller', 'Crime']",David Ayer,5.5,-17491482.0,0.5002433714285714
35000000.0,3.746806,102.0,91,11560806.0,2003,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Romance', 'Thriller']",Brian Helgeland,4.8,-23439194.0,0.33030874285714285
20500000.0,17.112498,102.0,294,10089373.0,2008,"['Action', 'Crime']",Lexi Alexander,5.6,-10410627.0,0.49216453658536585
35000000.0,10.304172,83.0,135,12506188.0,2006,"['Family', 'Fantasy', 'Comedy']",Peter Hewitt,4.9,-22493812.0,0.35731965714285713
35000000.0,37.335721,123.0,1121,61181942.0,2015,"['Adventure', 'Drama', 'Thriller']",Robert Zemeckis,6.9,26181942.0,1.7480554857142858
23000000.0,0.912395,103.0,9,51751835.0,1997,"['Fantasy', 'Family', 'Action']",Ronny Yu,4.7,28751835.0,2.2500797826086956
35000000.0,16.782471,118.0,357,42064105.0,2006,"['Comedy', 'Drama', 'Romance']",Ridley Scott,6.5,7064105.0,1.2018315714285714
35000000.0,3.503408,114.0,53,4651977.0,1992,['Drama'],Richard Donner,6.6,-30348023.0,0.13291362857142858
35000000.0,9.122828,180.0,115,51751835.0,1993,"['Action', 'Crime', 'Drama', 'Thriller']",Taylor Hackford,7.7,16751835.0,1.4786238571428572
35000000.0,5.419181,121.0,60,51751835.0,1997,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Bille August,6.6,16751835.0,1.4786238571428572
35000000.0,9.07278,114.0,142,16838910.0,2002,"['Thriller', 'Crime', 'Romance']",Brian De Palma,6.2,-18161090.0,0.4811117142857143
35000000.0,2.864979,173.0,34,51751835.0,1981,"['Action', 'History', 'War']",Moustapha Akkad,7.4,16751835.0,1.4786238571428572
35000000.0,2.877488,135.0,25,15000000.0,1995,"['War', 'Adventure', 'Drama', 'Romance']",Jean-Paul Rappeneau,6.7,-20000000.0,0.42857142857142855
38000000.0,5.516207,138.0,49,635096.0,1999,"['Drama', 'War', 'Romance', 'Western']",Ang Lee,6.6,-37364904.0,0.016713052631578948
23000000.0,13.930763,148.0,291,25147786.0,2010,['Drama'],Alejandro González Iñárritu,7.0,2147786.0,1.093382
35000000.0,20.27704,93.0,307,10496317.0,2006,"['Action', 'Comedy', 'Western', 'Crime']",Joachim Rønning,5.8,-24503683.0,0.2998947714285714
23000000.0,0.126738,100.0,0,51751835.0,2009,"['Drama', 'Crime']",Tony Kaye,0.0,28751835.0,2.2500797826086956
34000000.0,131.815575,113.0,5371,348319861.0,2014,"['Action', 'Mystery', 'Science Fiction', 'Thriller']",Wes Ball,7.0,314319861.0,10.244701794117647
35000000.0,16.832312,91.0,320,14431253.0,2015,['Comedy'],Ken Scott,5.0,-20568747.0,0.4123215142857143
34000000.0,9.133747,139.0,169,32255440.0,1993,"['Drama', 'Romance']",Martin Scorsese,7.0,-1744560.0,0.9486894117647059
